instance_id,model,probe,probe_level,strategy,condition,metric_name,dim,rep,correct,error_type,final_answer,is_empty,evaluation_method,duration_s,output_len
v6_GLM-Z1-9B-_L3_cot_abstract_r0,GLM-Z1-9B-0414,Graded Commutator,3,cot,abstract,minkowski_4,4,0,True,none,2 \omega_1 \omega_2 \omega_3 \omega_4,False,semantic_equivalent,138.1,1830
v6_Qwen3-14B_L4_cot_random_r1,Qwen3-14B,Mixed Expansion,4,cot,random,minkowski_4,4,1,,uncertain,**,False,uncertain,72.5,5390
v6_DeepSeek-V_L4_cot_abstract_r2,DeepSeek-V4-Flash,Mixed Expansion,4,cot,abstract,minkowski_4,4,2,True,none,-\omega_3 - \omega_4 + \omega_1 \omega_2 \omega_3 + \omega_1 \omega_2 \omega_4,False,semantic_equivalent,68.1,3543
v6_GLM-Z1-9B-_L2_cot_random_r2,GLM-Z1-9B-0414,Sandwich Product,2,cot,random,minkowski_4,4,2,True,none,DIA₂ * TRI₃,False,semantic_equivalent,281.6,731
v6_DeepSeek-V_L4_cot_random_r2,DeepSeek-V4-Pro,Mixed Expansion,4,cot,random,minkowski_4,4,2,True,none,"**  
-\text{TRI}_{3} - \text{STR}_{4} + \text{BLK}_{1} * \text{DIA}_{2} * \text{TRI}_{3} + \text{BLK}_{1} * \text{DIA}_{2} * \text{STR}_{4}",False,semantic_equivalent,130.7,1964
v6_Qwen3-14B_L4_cot_random_r2,Qwen3-14B,Mixed Expansion,4,cot,random,minkowski_4,4,2,,uncertain,**,False,uncertain,74.7,5263
v6_MiniMax-M2_L4_cot_standard_r2,MiniMax-M2.5,Mixed Expansion,4,cot,standard,minkowski_4,4,2,True,none,-e3 - e4 + e1e2e3 + e1e2e4,False,semantic_equivalent,82.8,1494
v6_Qwen3-14B_L4_cot_random_r0,Qwen3-14B,Mixed Expansion,4,cot,random,minkowski_4,4,0,,uncertain,**,False,uncertain,80.8,5762
v6_DeepSeek-V_L4_cot_random_r0,DeepSeek-V4-Flash,Mixed Expansion,4,cot,random,minkowski_4,4,0,True,none,"**  
- TRI₃ - STR₄ + BLK₁ * DIA₂ * TRI₃ + BLK₁ * DIA₂ * STR₄",False,semantic_equivalent,51.7,2584
v6_MiniMax-M2_L4_cot_standard_r0,MiniMax-M2.5,Mixed Expansion,4,cot,standard,minkowski_4,4,0,True,none,-e_{3} - e_{4} + e_{1}e_{2}e_{3} + e_{1}e_{2}e_{4},False,semantic_equivalent,103.6,1482
v6_DeepSeek-R_L2_cot_standard_r2,DeepSeek-R1,Sandwich Product,2,cot,standard,minkowski_4,4,2,True,none,e_{2} * e_{3},False,semantic_equivalent,223.2,2634
v6_DeepSeek-R_L2_cot_standard_r0,DeepSeek-R1,Sandwich Product,2,cot,standard,minkowski_4,4,0,True,none,\boxed{e_{2} * e_{3}},False,semantic_equivalent,249.0,4073
v6_DeepSeek-R_L2_cot_standard_r1,DeepSeek-R1,Sandwich Product,2,cot,standard,minkowski_4,4,1,True,none,e_{2} * e_{3} **,False,semantic_equivalent,261.0,2647
v6_GLM-Z1-9B-_L3_cot_standard_r1,GLM-Z1-9B-0414,Graded Commutator,3,cot,standard,minkowski_4,4,1,True,none,2 e_1 e_2 e_3 e_4,False,semantic_equivalent,257.2,1300
v6_DeepSeek-V_L2_cot_random_r2,DeepSeek-V4-Flash,Sandwich Product,2,cot,random,minkowski_4,4,2,True,none,\boxed{\text{DIA}_{2} * \text{TRI}_{3}},False,semantic_equivalent,240.2,1557
v6_MiniMax-M2_L4_cot_abstract_r0,MiniMax-M2.5,Mixed Expansion,4,cot,abstract,minkowski_4,4,0,True,none,-\omega_3 - \omega_4 + \omega_1 * \omega_2 * \omega_3 + \omega_1 * \omega_2 * \omega_4,False,semantic_equivalent,115.1,2572
v6_MiniMax-M2_L4_cot_abstract_r1,MiniMax-M2.5,Mixed Expansion,4,cot,abstract,minkowski_4,4,1,True,none,-ω3 - ω4 + ω1*ω2*ω3 + ω1*ω2*ω4,False,semantic_equivalent,99.9,2369
v6_Qwen3-8B_L1_cot_abstract_r0,Qwen3-8B,Position Sensitivity,1,cot,abstract,minkowski_4,4,0,True,none,\omega_1 * \omega_2 * \omega_3,False,semantic_equivalent,184.7,1585
v6_Qwen3-8B-L_L2_cot_random_r0,Qwen3-8B-Local,Sandwich Product,2,cot,random,minkowski_4,4,0,,empty_output,,True,empty,300.2,0
v6_MiniMax-M2_L4_cot_abstract_r2,MiniMax-M2.5,Mixed Expansion,4,cot,abstract,minkowski_4,4,2,True,none,-\omega_3 - \omega_4 + \omega_1 * \omega_2 * \omega_3 + \omega_1 * \omega_2 * \omega_4,False,semantic_equivalent,101.1,2413
v6_DeepSeek-R_L2_cot_abstract_r0,DeepSeek-R1,Sandwich Product,2,cot,abstract,minkowski_4,4,0,True,none,** \omega_{2} * \omega_{3},False,semantic_equivalent,279.7,3291
v6_MiniMax-M2_L4_cot_random_r0,MiniMax-M2.5,Mixed Expansion,4,cot,random,minkowski_4,4,0,True,none,-TRI_{3} - STR_{4} + BLK_{1} * DIA_{2} * TRI_{3} + BLK_{1} * DIA_{2} * STR_{4},False,semantic_equivalent,113.9,2377
v6_DeepSeek-V_L4_cot_abstract_r1,DeepSeek-V4-Flash,Mixed Expansion,4,cot,abstract,minkowski_4,4,1,True,none,\omega_1 \omega_2 \omega_3 + \omega_1 \omega_2 \omega_4 - \omega_3 - \omega_4,False,semantic_equivalent,289.6,3351
v6_GLM-Z1-9B-_L3_cot_abstract_r1,GLM-Z1-9B-0414,Graded Commutator,3,cot,abstract,minkowski_4,4,1,True,none,2ω₁ω₂ω₃ω₄,False,semantic_equivalent,143.4,903
v6_Qwen3-8B_L1_cot_random_r0,Qwen3-8B,Position Sensitivity,1,cot,random,minkowski_4,4,0,True,none,BLK_{1} * DIA_{2} * TRI_{3},False,semantic_equivalent,189.2,1520
v6_GLM-Z1-9B-_L2_cot_abstract_r1,GLM-Z1-9B-0414,Sandwich Product,2,cot,abstract,minkowski_4,4,1,,uncertain,"**  
FINAL ANSWER: ω₂ * ω₃",False,uncertain,255.3,884
v6_Qwen3-8B_L1_cot_abstract_r1,Qwen3-8B,Position Sensitivity,1,cot,abstract,minkowski_4,4,1,True,none,\omega_1 * \omega_2 * \omega_3,False,semantic_equivalent,257.0,1539
v6_GLM-Z1-9B-_L3_cot_abstract_r2,GLM-Z1-9B-0414,Graded Commutator,3,cot,abstract,minkowski_4,4,2,True,none,2 \omega_{1} \omega_{2} \omega_{3} \omega_{4},False,semantic_equivalent,149.8,765
v6_MiniMax-M2_L4_cot_random_r1,MiniMax-M2.5,Mixed Expansion,4,cot,random,minkowski_4,4,1,True,none,-TRI_3 - STR_4 + BLK_1 * DIA_2 * TRI_3 + BLK_1 * DIA_2 * STR_4,False,semantic_equivalent,145.5,2377
v6_Qwen3-8B-L_L3_cot_standard_r0,Qwen3-8B-Local,Graded Commutator,3,cot,standard,minkowski_4,4,0,,empty_output,,True,empty,300.6,0
v6_MiniMax-M2_L4_cot_random_r2,MiniMax-M2.5,Mixed Expansion,4,cot,random,minkowski_4,4,2,,uncertain,**,False,uncertain,166.8,1665
v6_GLM-Z1-9B-_L3_cot_random_r1,GLM-Z1-9B-0414,Graded Commutator,3,cot,random,minkowski_4,4,1,True,none,2*(BLK₁ * DIA₂ * TRI₃ * STR₄),False,semantic_equivalent,172.6,1436
v6_DeepSeek-R_L2_cot_random_r0,DeepSeek-R1,Sandwich Product,2,cot,random,minkowski_4,4,0,True,none,** \text{DIA}_{2} * \text{TRI}_{3},False,semantic_equivalent,217.0,3954
v6_GLM-Z1-9B-_L4_cot_standard_r0,GLM-Z1-9B-0414,Mixed Expansion,4,cot,standard,minkowski_4,4,0,,uncertain,"**  

\text{FINAL ANSWER: } -e_3 - e_4 + e_1e_2e_3 + e_1e_2e_4",False,uncertain,110.6,1343
v6_DeepSeek-V_L4_cot_random_r1,DeepSeek-V4-Flash,Mixed Expansion,4,cot,random,minkowski_4,4,1,True,none,\boxed{-TRI_{3} - STR_{4} + BLK_{1}*DIA_{2}*TRI_{3} + BLK_{1}*DIA_{2}*STR_{4}},False,semantic_equivalent,262.2,2325
v6_DeepSeek-R_L2_cot_random_r1,DeepSeek-R1,Sandwich Product,2,cot,random,minkowski_4,4,1,True,none,\boxed{\text{DIA}_{2} * \text{TRI}_{3}},False,semantic_equivalent,244.2,2916
v6_GLM-Z1-9B-_L3_cot_random_r0,GLM-Z1-9B-0414,Graded Commutator,3,cot,random,minkowski_4,4,0,,empty_output,,True,empty,267.0,44
v6_Qwen3-32B_L2_cot_random_r0,Qwen3-32B,Sandwich Product,2,cot,random,minkowski_4,4,0,True,none,\boxed{DIA_{2} * TRI_{3}},False,semantic_equivalent,239.5,1928
v6_GLM-Z1-9B-_L4_cot_standard_r1,GLM-Z1-9B-0414,Mixed Expansion,4,cot,standard,minkowski_4,4,1,,uncertain,"**  
-e_3 - e_4 + e_1e_2e_3 + e_1e_2e_4.",False,uncertain,133.1,1380
v6_GLM-Z1-9B-_L4_cot_standard_r2,GLM-Z1-9B-0414,Mixed Expansion,4,cot,standard,minkowski_4,4,2,,uncertain,"**  
-e_3 - e_4 + e_1e_2e_3 + e_1e_2e_4.",False,uncertain,73.5,1465
v6_DeepSeek-R_L2_cot_random_r2,DeepSeek-R1,Sandwich Product,2,cot,random,minkowski_4,4,2,True,none,\boxed{\text{DIA}_{2} * \text{TRI}_{3}},False,semantic_equivalent,279.2,3274
v6_GLM-Z1-9B-_L3_cot_standard_r0,GLM-Z1-9B-0414,Graded Commutator,3,cot,standard,minkowski_4,4,0,True,none,"**
FINAL ANSWER:  2 e_1 e_2 e_3 e_4",False,contains_gt,233.2,1301
v6_GLM-Z1-9B-_L3_cot_random_r2,GLM-Z1-9B-0414,Graded Commutator,3,cot,random,minkowski_4,4,2,True,none,"**  
FINAL ANSWER:  2 \cdot (\text{BLK}_{1} * \text{DIA}_{2} * \text{TRI}_{3} * \text{STR}_{4})",False,contains_gt,211.1,2384
v6_GLM-Z1-9B-_L4_cot_abstract_r1,GLM-Z1-9B-0414,Mixed Expansion,4,cot,abstract,minkowski_4,4,1,True,none,\boxed{ -\omega_3 - \omega_4 + \omega_1\omega_2\omega_3 + \omega_1\omega_2\omega_4 },False,semantic_equivalent,134.6,2142
v6_GLM-Z1-9B-_L4_cot_abstract_r2,GLM-Z1-9B-0414,Mixed Expansion,4,cot,abstract,minkowski_4,4,2,True,none,-\omega_3 - \omega_4 + \omega_1 \omega_2 \omega_3 + \omega_1 \omega_2 \omega_4,False,semantic_equivalent,131.0,2248
v6_GLM-Z1-9B-_L4_cot_abstract_r0,GLM-Z1-9B-0414,Mixed Expansion,4,cot,abstract,minkowski_4,4,0,True,none,"**  
 \boxed{ -\omega_3 - \omega_4 + \omega_1\omega_2\omega_3 + \omega_1\omega_2\omega_4 }",False,semantic_equivalent,196.5,1197
v6_DeepSeek-R_L2_cot_abstract_r1,DeepSeek-R1,Sandwich Product,2,cot,abstract,minkowski_4,4,1,True,none,** \omega_{2} * \omega_{3},False,semantic_equivalent,274.8,3639
v6_GLM-Z1-9B-_L4_cot_random_r2,GLM-Z1-9B-0414,Mixed Expansion,4,cot,random,minkowski_4,4,2,True,none,- TRI₃ - STR₄ + BLK₁ * DIA₂ * TRI₃ + BLK₁ * DIA₂ * STR₄,False,semantic_equivalent,128.5,1676
v6_Qwen3-8B_L1_cot_random_r2,Qwen3-8B,Position Sensitivity,1,cot,random,minkowski_4,4,2,True,none,BLK_{1} * DIA_{2} * TRI_{3},False,semantic_equivalent,181.7,1595
v6_GLM-Z1-9B-_L4_cot_random_r0,GLM-Z1-9B-0414,Mixed Expansion,4,cot,random,minkowski_4,4,0,True,none,- \text{TRI}_{3} - \text{STR}_{4} + \text{BLK}_{1} \cdot \text{DIA}_{2} \cdot \text{TRI}_{3} + \text{BLK}_{1} \cdot \text{DIA}_{2} \cdot \text{STR}_{4},False,semantic_equivalent,171.7,3024
v6_DeepSeek-R_L3_cot_standard_r1,DeepSeek-R1,Graded Commutator,3,cot,standard,minkowski_4,4,1,True,none,"**  

\boxed{2 e_{1} e_{2} e_{3} e_{4}}",False,semantic_equivalent,239.3,3084
v6_GLM-Z1-9B-_L4_cot_random_r1,GLM-Z1-9B-0414,Mixed Expansion,4,cot,random,minkowski_4,4,1,,uncertain,"**  
FINAL ANSWER: -TRI_3 - STR_4 + BLK_1 \cdot DIA_2 \cdot TRI_3 + BLK_1 \cdot DIA_2 \cdot STR_4",False,uncertain,147.7,1915
v6_DeepSeek-R_L2_cot_abstract_r2,DeepSeek-R1,Sandwich Product,2,cot,abstract,minkowski_4,4,2,True,none,** \omega_{2} * \omega_{3},False,semantic_equivalent,281.4,3344
v6_DeepSeek-R_L3_cot_standard_r2,DeepSeek-R1,Graded Commutator,3,cot,standard,minkowski_4,4,2,True,none,"**  
 \boxed{2 e_{1} e_{2} e_{3} e_{4}}",False,semantic_equivalent,274.7,3298
v6_Qwen3-8B-L_L2_cot_standard_r1,Qwen3-8B-Local,Sandwich Product,2,cot,standard,minkowski_4,4,1,,empty_output,,True,empty,298.9,0
v6_Qwen3-8B-L_L2_cot_abstract_r0,Qwen3-8B-Local,Sandwich Product,2,cot,abstract,minkowski_4,4,0,,empty_output,,True,empty,300,7
v6_Qwen3-32B_L2_cot_abstract_r0,Qwen3-32B,Sandwich Product,2,cot,abstract,minkowski_4,4,0,,empty_output,,True,empty,300,7
v6_Qwen3-8B-L_L2_cot_abstract_r1,Qwen3-8B-Local,Sandwich Product,2,cot,abstract,minkowski_4,4,1,,empty_output,,True,empty,300,7
v6_DeepSeek-R_L3_cot_standard_r0,DeepSeek-R1,Graded Commutator,3,cot,standard,minkowski_4,4,0,True,none,2 e_{1} e_{2} e_{3} e_{4},False,semantic_equivalent,226.5,2916
v6_Qwen3-32B_L2_cot_abstract_r2,Qwen3-32B,Sandwich Product,2,cot,abstract,minkowski_4,4,2,,empty_output,,True,empty,300,7
v6_Qwen3-32B_L2_cot_random_r1,Qwen3-32B,Sandwich Product,2,cot,random,minkowski_4,4,1,True,none,\boxed{\text{DIA}_{2} * \text{TRI}_{3}},False,semantic_equivalent,295.8,2250
v6_Qwen3-32B_L2_cot_random_r2,Qwen3-32B,Sandwich Product,2,cot,random,minkowski_4,4,2,,uncertain,DIA_{2,False,uncertain,272.3,1623
v6_Qwen3-8B_L2_cot_standard_r0,Qwen3-8B,Sandwich Product,2,cot,standard,minkowski_4,4,0,,empty_output,,True,empty,300,7
v6_Qwen3-8B-L_L2_cot_random_r1,Qwen3-8B-Local,Sandwich Product,2,cot,random,minkowski_4,4,1,,empty_output,,True,empty,300,7
v6_Qwen3-8B_L2_cot_standard_r1,Qwen3-8B,Sandwich Product,2,cot,standard,minkowski_4,4,1,,empty_output,,True,empty,300,7
v6_Qwen3-32B_L3_cot_standard_r0,Qwen3-32B,Graded Commutator,3,cot,standard,minkowski_4,4,0,,empty_output,,True,empty,300,7
v6_DeepSeek-V_L4_cot_random_r2,DeepSeek-V4-Flash,Mixed Expansion,4,cot,random,minkowski_4,4,2,,empty_output,,True,empty,300,7
v6_Qwen3-8B_L2_cot_standard_r2,Qwen3-8B,Sandwich Product,2,cot,standard,minkowski_4,4,2,,empty_output,,True,empty,300,7
v6_Qwen3-8B-L_L3_cot_standard_r1,Qwen3-8B-Local,Graded Commutator,3,cot,standard,minkowski_4,4,1,,empty_output,,True,empty,300,7
v6_Qwen3-8B_L2_cot_abstract_r0,Qwen3-8B,Sandwich Product,2,cot,abstract,minkowski_4,4,0,,empty_output,,True,empty,300,7
v6_DeepSeek-R_L3_cot_abstract_r2,DeepSeek-R1,Graded Commutator,3,cot,abstract,minkowski_4,4,2,True,none,2  \omega_1 * \omega_2 * \omega_3 * \omega_4,False,semantic_equivalent,279.3,5040
v6_Qwen3-8B_L2_cot_abstract_r1,Qwen3-8B,Sandwich Product,2,cot,abstract,minkowski_4,4,1,,empty_output,,True,empty,300,7
v6_Qwen3-8B-L_L3_cot_abstract_r0,Qwen3-8B-Local,Graded Commutator,3,cot,abstract,minkowski_4,4,0,,empty_output,,True,empty,300,7
v6_DeepSeek-R_L3_cot_random_r1,DeepSeek-R1,Graded Commutator,3,cot,random,minkowski_4,4,1,,uncertain,\boxed{2 \cdot \left( \text{BLK}_{1} * \text{DIA}_{2} * \text{TRI}_{3} * \text{STR}_{4} \right)},False,uncertain,285.9,4456
v6_Qwen3-32B_L3_cot_abstract_r0,Qwen3-32B,Graded Commutator,3,cot,abstract,minkowski_4,4,0,True,none,\boxed{2 \cdot (\omega_1 * \omega_2 * \omega_3 * \omega_4)},False,semantic_equivalent,209.1,2523
v6_Qwen3-32B_L3_cot_abstract_r1,Qwen3-32B,Graded Commutator,3,cot,abstract,minkowski_4,4,1,True,none,2 \cdot (\omega_1 * \omega_2 * \omega_3 * \omega_4),False,semantic_equivalent,204.0,2623
v6_DeepSeek-R_L3_cot_random_r2,DeepSeek-R1,Graded Commutator,3,cot,random,minkowski_4,4,2,True,none,**  2 \cdot \text{BLK}_{1} * \text{DIA}_{2} * \text{TRI}_{3} * \text{STR}_{4},False,semantic_equivalent,235.3,4168
v6_Qwen3-32B_L3_cot_standard_r1,Qwen3-32B,Graded Commutator,3,cot,standard,minkowski_4,4,1,,empty_output,,True,empty,300,7
v6_DeepSeek-R_L3_cot_abstract_r0,DeepSeek-R1,Graded Commutator,3,cot,abstract,minkowski_4,4,0,True,none,**  2 (\omega_1 * \omega_2 * \omega_3 * \omega_4),False,semantic_equivalent,270.3,4432
v6_DeepSeek-R_L3_cot_random_r0,DeepSeek-R1,Graded Commutator,3,cot,random,minkowski_4,4,0,True,none,"**  
The anti-commutator  A * B + B * A  simplifies to  2 \cdot (\text{BLK}_{1} * \text{DIA}_{2} * \text{TRI}_{3} * \text{STR}_{4}) .",False,contains_gt,189.2,5005
v6_Qwen3-32B_L3_cot_abstract_r2,Qwen3-32B,Graded Commutator,3,cot,abstract,minkowski_4,4,2,True,none,\boxed{2 \cdot (\omega_1 * \omega_2 * \omega_3 * \omega_4)},False,semantic_equivalent,281.9,3125
v6_DeepSeek-R_L4_cot_standard_r0,DeepSeek-R1,Mixed Expansion,4,cot,standard,minkowski_4,4,0,True,none,"**  

\boxed{-e_3 - e_4 + e_1 e_2 e_3 + e_1 e_2 e_4}",False,semantic_equivalent,227.4,3560
v6_Qwen3-32B_L4_cot_standard_r0,Qwen3-32B,Mixed Expansion,4,cot,standard,minkowski_4,4,0,True,none,-e_3 - e_4 + e_1e_2e_3 + e_1e_2e_4,False,semantic_equivalent,137.9,1420
v6_DeepSeek-R_L3_cot_abstract_r1,DeepSeek-R1,Graded Commutator,3,cot,abstract,minkowski_4,4,1,,empty_output,,True,empty,300,7
v6_Qwen3-8B_L2_cot_abstract_r2,Qwen3-8B,Sandwich Product,2,cot,abstract,minkowski_4,4,2,,empty_output,,True,empty,300,7
v6_Qwen3-32B_L3_cot_random_r1,Qwen3-32B,Graded Commutator,3,cot,random,minkowski_4,4,1,True,none,\boxed{2 \cdot (\text{BLK}_1 * \text{DIA}_2 * \text{TRI}_3 * \text{STR}_4)},False,semantic_equivalent,221.8,2195
v6_DeepSeek-R_L4_cot_standard_r1,DeepSeek-R1,Mixed Expansion,4,cot,standard,minkowski_4,4,1,True,none,"**  

\boxed{-e_3 - e_4 + e_1 e_2 e_3 + e_1 e_2 e_4}",False,semantic_equivalent,275.2,3751
v6_Qwen3-8B-L_L3_cot_abstract_r1,Qwen3-8B-Local,Graded Commutator,3,cot,abstract,minkowski_4,4,1,,empty_output,,True,empty,300,7
v6_Qwen3-8B-L_L3_cot_random_r0,Qwen3-8B-Local,Graded Commutator,3,cot,random,minkowski_4,4,0,,empty_output,,True,empty,300,7
v6_Qwen3-32B_L3_cot_standard_r2,Qwen3-32B,Graded Commutator,3,cot,standard,minkowski_4,4,2,,empty_output,,True,empty,300,7
v6_Qwen3-8B-L_L3_cot_random_r1,Qwen3-8B-Local,Graded Commutator,3,cot,random,minkowski_4,4,1,,empty_output,,True,empty,300,7
v6_Qwen3-32B_L4_cot_standard_r1,Qwen3-32B,Mixed Expansion,4,cot,standard,minkowski_4,4,1,True,none,\boxed{-e_3 - e_4 + e_1e_2e_3 + e_1e_2e_4},False,semantic_equivalent,258.0,1584
v6_Qwen3-32B_L4_cot_abstract_r0,Qwen3-32B,Mixed Expansion,4,cot,abstract,minkowski_4,4,0,True,none,-\omega_3 - \omega_4 + \omega_1 * \omega_2 * \omega_3 + \omega_1 * \omega_2 * \omega_4,False,semantic_equivalent,173.9,2123
v6_Qwen3-8B_L2_cot_random_r0,Qwen3-8B,Sandwich Product,2,cot,random,minkowski_4,4,0,,empty_output,,True,empty,300,7
